# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_3b9369c454f7cc33f5312782bdce604d_model
# start_datetime = 2026-07-24 07:21:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/RtmpobtKPD/standata-f68019a28573.json
# init = 2 (Default)
# random
#   seed = 2089620606
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-202607240921-2-883ada.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-profile-202607240921-2-3e6880.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_3b9369c454f7cc33f5312782bdce604d_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,lprior,b_Intercept
-795.98116,0.6840113,0.95572359,2,3,0,799.25739,12.166884,303.05277,46.903544,-14.777045,248.3018
-798.09064,0.68339982,0.95572359,1,3,0,798.69113,14.351049,301.08432,45.526203,-14.781269,236.5046
-798.09064,0.54287877,0.95572359,1,1,0,800.13707,14.351049,301.08432,45.526203,-14.781269,236.5046
-795.93716,0.95583978,0.95572359,2,3,0,798.46836,12.234945,305.62802,46.54178,-14.77185,250.57077
-795.83578,0.99942113,0.95572359,2,3,0,796.03173,12.081451,302.68158,45.633567,-14.750388,248.31505
-798.71101,0.67703821,0.95572359,2,3,0,799.04034,11.377639,305.02684,52.480514,-14.879058,253.82746
-797.20102,1,0.95572359,2,3,0,798.48324,11.257763,304.54205,50.110268,-14.829914,253.88211
-796.50929,0.98571882,0.95572359,2,3,0,797.29959,12.191598,306.08125,42.551331,-14.691718,251.21906
-795.92449,1,0.95572359,2,3,0,796.65013,11.410804,303.02281,44.043798,-14.709937,251.67419
-798.06114,0.73736622,0.95572359,2,3,0,798.08675,13.058095,306.03644,50.845203,-14.869724,247.27501
-799.39893,0.71065301,0.95572359,2,3,0,801.96441,15.034162,301.29568,44.68346,-14.775591,233.64195
-796.47735,0.88368975,0.95572359,2,3,0,800.80629,11.741321,307.23955,42.991739,-14.695311,254.40361
-798.88652,0.65342119,0.95572359,2,3,0,799.54869,8.7086541,301.66281,47.872063,-14.755981,262.47387
-798.06417,0.65159801,0.95572359,2,3,0,804.7951,14.4824,306.26408,45.531752,-14.785387,241.09328
-796.36335,1,0.95572359,2,3,0,798.17542,12.76446,305.03652,47.624428,-14.800542,247.59645
-796.59489,0.98143775,0.95572359,2,3,0,796.78943,10.470803,303.56202,43.282046,-14.683453,256.4434
-797.07908,0.89313678,0.95572359,2,3,0,797.46991,12.427192,307.42345,49.165581,-14.828132,251.50109
-797.1338,0.99609874,0.95572359,2,7,0,797.79864,11.162432,308.3638,48.859165,-14.806171,258.13286
-797.32447,0.98684611,0.95572359,2,3,0,798.38232,9.5463259,302.28825,45.365632,-14.714471,259.32978
-796.92708,0.96723428,0.95572359,2,3,0,798.5621,11.485036,299.22978,43.728893,-14.704156,247.54711
-797.33143,0.9474805,0.95572359,2,3,0,798.5625,9.753592,300.9851,46.44106,-14.737989,257.09394
-799.08592,0.68731431,0.95572359,1,1,0,799.15856,8.7248275,300.04107,45.846445,-14.715487,260.77935
-798.35162,0.93458609,0.95572359,2,3,0,800.16806,13.61335,310.41508,48.059386,-14.825836,249.155
-796.05503,1,0.95572359,2,3,0,798.47134,11.098379,305.61409,46.868981,-14.763653,255.67138
-796.81905,0.50958829,0.95572359,2,3,0,801.59169,10.531301,305.93266,48.405567,-14.787755,258.5418
-796.31554,0.84315273,0.95572359,2,3,0,798.83526,12.460856,302.54912,43.259234,-14.70804,246.47527
-796.45375,0.98814242,0.95572359,2,3,0,796.58162,12.540822,302.57516,42.985372,-14.70368,246.14146
-799.41832,0.65866896,0.95572359,2,7,0,799.5597,9.1033715,307.7534,50.499465,-14.815302,266.78823
-796.36518,1,0.95572359,2,3,0,799.37723,10.940145,300.86203,46.148016,-14.745758,251.63138
-797.72468,0.83039323,0.95572359,2,3,0,798.51136,11.678999,306.1359,40.680295,-14.647533,253.58041
-796.67624,0.8764525,0.95572359,2,3,0,798.95571,13.364944,305.81998,46.837292,-14.793941,245.67773
-796.84249,0.91664558,0.95572359,2,7,0,797.79945,10.179931,301.83024,44.101476,-14.696037,256.02055
-795.9484,1,0.95572359,2,3,0,796.68938,12.462074,305.93097,45.366525,-14.751637,249.85164
-795.96557,0.92250024,0.95572359,1,3,0,796.68375,10.885861,303.34377,45.444573,-14.731553,254.3574
-796.04304,0.99146405,0.95572359,2,3,0,796.16126,12.48337,306.02953,44.388781,-14.732436,249.85437
-796.45684,0.93588147,0.95572359,2,3,0,796.72457,11.610938,308.528,44.363758,-14.722076,256.27877
-797.0737,0.83213485,0.95572359,1,1,0,797.20504,11.36879,309.59019,43.625193,-14.705175,258.43063
-797.0737,0.58065526,0.95572359,1,1,0,798.56354,11.36879,309.59019,43.625193,-14.705175,258.43063
-796.62863,0.99030843,0.95572359,2,3,0,797.92872,12.377613,301.1167,43.084243,-14.703129,245.41744
-796.38304,1,0.95572359,1,1,0,796.71005,12.346539,301.14426,43.774608,-14.716512,245.58483
-796.62708,0.91928582,0.95572359,2,3,0,797.14562,11.286908,307.95212,47.821013,-14.786624,257.16104
-797.90508,0.90844137,0.95572359,2,3,0,798.20109,10.881658,311.69126,45.743211,-14.74375,262.7238
-796.99903,1,0.95572359,2,3,0,798.16826,10.699069,307.99646,48.19824,-14.787024,259.85065
-797.29847,0.75808757,0.95572359,2,3,0,799.59607,11.181211,309.69574,43.28703,-14.696164,259.38029
-797.26895,1,0.95572359,2,3,0,798.08462,13.162669,302.55134,49.17901,-14.836427,243.31933
-796.65317,0.84237942,0.95572359,2,7,0,799.13106,11.091124,299.76135,44.615395,-14.716919,249.85129
-798.94182,0.79282987,0.95572359,2,3,0,799.26805,10.239069,299.13977,41.47232,-14.643995,253.06396
-798.54059,1,0.95572359,2,7,0,799.74772,13.535369,308.8242,50.121937,-14.864381,247.91504
-798.69695,0.97843409,0.95572359,2,7,0,798.78014,10.213083,300.08504,41.32988,-14.640814,254.12617
-796.88221,1,0.95572359,2,3,0,798.62201,11.378342,307.79242,48.708811,-14.805406,256.58988
-799.59453,0.61472265,0.95572359,2,3,0,801.08388,9.9196136,300.72945,52.224858,-14.855457,256.09119
-798.55664,0.79167669,0.95572359,2,3,0,802.50183,13.562503,304.99044,40.95093,-14.678721,243.95918
-799.82267,0.88245424,0.95572359,2,3,0,801.29472,9.0212263,304.06472,51.658664,-14.83548,263.4692
-798.96671,0.87617046,0.95572359,2,7,0,803.42188,13.975938,306.91197,41.521836,-14.697608,244.02025
-799.29792,0.99960687,0.95572359,2,3,0,799.5809,9.2239604,301.16307,50.680601,-14.817215,259.65525
-797.47179,1,0.95572359,2,3,0,800.18387,10.864062,310.80527,45.838987,-14.744456,261.91699
-796.58834,0.97760533,0.95572359,2,3,0,797.78762,13.361019,302.63866,46.00422,-14.775876,242.51407
-796.61026,0.91004687,0.95572359,2,3,0,797.83148,13.311837,302.3608,46.363595,-14.782265,242.45754
-795.93745,0.92384707,0.95572359,2,3,0,797.62723,11.18647,306.22387,45.231349,-14.732352,255.88476
-796.11617,0.92087977,0.95572359,2,3,0,796.80346,12.677977,302.21371,45.511559,-14.756039,245.16281
-795.95622,1,0.95572359,2,3,0,796.16999,10.91366,305.23875,45.075027,-14.725312,256.12728
-796.75276,0.8413364,0.95572359,2,3,0,797.06507,11.075341,308.5416,47.480563,-14.777673,258.70256
-796.15291,0.92219151,0.95572359,2,3,0,797.58195,11.566499,306.85373,43.759735,-14.708135,254.80448
-797.66573,0.39339576,0.95572359,2,3,0,801.08335,11.969353,299.89134,49.984623,-14.835553,246.02925
-797.52718,1,0.95572359,2,3,0,798.42689,12.003623,308.07651,41.55405,-14.670658,254.06021
-798.63719,0.73004348,0.95572359,2,3,0,799.92671,11.033295,299.42865,51.279388,-14.849502,249.77882
-800.31191,0.71626176,0.95572359,2,3,0,804.30574,14.74634,296.80827,46.629749,-14.81018,230.44975
-798.8828,0.84926177,0.95572359,2,3,0,803.61497,9.1567566,310.0329,46.41059,-14.736094,268.8275
-798.1167,0.93515396,0.95572359,2,3,0,801.03051,9.9270598,298.18553,45.039545,-14.711971,253.51376
-796.00776,1,0.95572359,2,3,0,797.98392,11.65099,301.45612,45.692626,-14.74564,249.02667
-796.07009,0.80579739,0.95572359,2,3,0,797.5068,11.955701,307.32312,45.961221,-14.757584,253.52247
-796.58836,0.93652169,0.95572359,2,3,0,796.94025,10.5311,303.66927,43.147122,-14.681497,256.27932
-796.53487,1,0.95572359,2,3,0,796.80232,10.440422,305.07696,43.546422,-14.689042,258.09506
-796.84063,0.85267066,0.95572359,2,3,0,797.93411,13.340868,303.91753,47.907752,-14.814067,243.88362
-797.8731,0.84427451,0.95572359,1,1,0,797.92917,14.102654,302.33139,48.261525,-14.832261,238.86945
-796.09349,1,0.95572359,2,3,0,797.82146,11.927137,305.25939,43.208494,-14.700852,251.58727
-798.88471,0.54291903,0.95572359,2,3,0,800.07627,14.75737,306.5925,44.078822,-14.761006,240.18433
-795.96888,0.98705924,0.95572359,2,3,0,799.20178,12.491695,303.39257,46.380443,-14.771142,247.17994
-795.90547,0.94068428,0.95572359,1,3,0,796.59416,10.963933,304.85048,45.204973,-14.728326,255.51278
-796.24111,0.93806162,0.95572359,2,3,0,796.51699,10.997804,301.37939,46.316035,-14.749879,251.88927
-797.35846,0.92670401,0.95572359,2,3,0,797.58266,12.875307,306.14937,41.72993,-14.684853,248.2105
-796.28706,1,0.95572359,2,3,0,797.36861,13.079118,304.45999,44.561791,-14.743533,245.60396
-795.75487,0.97217751,0.95572359,1,3,0,796.51824,11.701033,305.39091,45.648152,-14.746747,252.73626
-796.61183,0.81539518,0.95572359,2,3,0,796.95529,13.016381,307.74555,45.369397,-14.760781,249.17183
-797.09655,0.91598723,0.95572359,2,3,0,798.18874,10.060113,300.47373,45.766604,-14.727836,255.20322
-797.81869,0.85885846,0.95572359,2,7,0,799.07895,11.851175,297.3299,43.684822,-14.708349,243.99961
-796.6734,1,0.95572359,2,3,0,797.68675,11.94681,308.09706,48.014466,-14.799127,254.33641
-798.06412,0.91231771,0.95572359,2,3,0,798.33931,12.860442,311.66295,46.812397,-14.791201,253.79096
-796.96662,0.71149214,0.95572359,1,3,0,800.71436,11.383497,300.87858,48.954067,-14.807379,249.65284
-796.83762,0.975879,0.95572359,2,3,0,797.99998,13.048303,301.53698,43.392129,-14.718816,242.81961
-802.82478,0.30676782,0.95572359,2,3,0,804.00203,11.3084,318.20397,49.602894,-14.835939,267.31617
-798.89909,1,0.95572359,2,3,0,804.01563,9.1288857,301.51189,49.726854,-14.797217,260.4319
-797.31217,0.93046237,0.95572359,2,3,0,800.2437,9.5239645,303.46611,46.916664,-14.745594,260.60827
-797.87197,0.85081568,0.95572359,2,3,0,799.31388,14.441008,304.20139,45.338928,-14.779786,239.21685
-797.03429,1,0.95572359,2,3,0,798.06278,13.578341,301.70815,46.840201,-14.795646,240.60562
-797.33893,0.6593557,0.95572359,1,3,0,800.9193,10.360639,308.23261,48.379631,-14.786884,261.60973
-796.7364,1,0.95572359,2,3,0,797.80813,11.167949,302.04334,42.372815,-14.673223,251.78757
-796.34441,1,0.95572359,1,1,0,796.74181,11.039258,302.57861,43.194652,-14.688196,252.90195
-796.89911,0.74978096,0.95572359,2,3,0,798.71932,10.306446,306.53314,43.344474,-14.684304,260.15413
-796.74013,0.78413269,0.95572359,2,3,0,798.43281,10.640604,302.41477,48.296164,-14.785384,254.53205
-796.59571,0.99636691,0.95572359,2,3,0,797.19105,12.755565,305.85463,42.89593,-14.706291,248.45459
-799.67986,0.53621478,0.95572359,2,7,0,800.37332,10.783341,294.94061,49.325963,-14.808667,246.41558
-797.24164,0.97818022,0.95572359,2,7,0,800.48472,9.7778634,306.12223,43.913572,-14.689528,262.12184
-796.35079,0.92558111,0.95572359,2,3,0,798.22019,10.624451,305.99186,46.956554,-14.759904,258.18183
-796.44041,0.94025014,0.95572359,2,3,0,797.35226,12.85959,302.4102,43.672837,-14.721887,244.54205
-796.88638,0.93164992,0.95572359,2,3,0,797.60971,10.09794,305.13076,43.503409,-14.684301,259.69003
-797.23167,0.69620872,0.95572359,2,3,0,799.65071,11.40011,310.6965,46.104621,-14.756282,259.396
-798.42775,0.88085807,0.95572359,2,3,0,799.80954,8.8824859,301.87071,45.217349,-14.704622,261.89952
-798.42775,0.625904,0.95572359,1,1,0,799.90848,8.8824859,301.87071,45.217349,-14.704622,261.89952
-797.56858,0.63269406,0.95572359,2,3,0,803.63549,13.437653,305.25241,49.508617,-14.848136,244.78298
-796.52293,0.86793031,0.95572359,2,3,0,798.85391,12.539283,307.84798,43.961086,-14.725921,251.42121
-798.39931,0.75296414,0.95572359,2,7,0,798.96287,12.431094,305.49949,40.066979,-14.644971,249.55957
-798.53714,0.99540676,0.95572359,2,7,0,798.82092,10.612948,303.07259,51.817371,-14.855662,255.31432
-798.59734,0.99433501,0.95572359,2,3,0,799.47921,12.741628,306.19378,40.161226,-14.651604,248.85646
-798.2391,1,0.95572359,2,3,0,799.09304,10.728663,302.69703,51.40652,-14.848709,254.41805
-800.65041,0.8143786,0.95572359,2,7,0,801.64543,11.651486,302.22158,38.315045,-14.598236,249.78989
-799.95084,1,0.95572359,1,1,0,801.59033,12.01577,301.5783,38.906625,-14.614735,247.50733
-800.48464,0.32244574,0.95572359,2,3,0,806.52874,12.663243,315.10688,49.110253,-14.838971,258.12229
-800.43229,1,0.95572359,2,3,0,802.10637,10.590674,294.69354,42.829771,-14.676583,247.03551
-797.07026,1,0.95572359,2,3,0,799.65336,11.451531,298.22588,45.556901,-14.740417,246.694
-798.95358,0.59065853,0.95572359,2,3,0,801.25743,9.9688884,303.02732,51.784395,-14.847624,258.16732
-797.41462,1,0.95572359,2,3,0,800.01806,11.468795,298.20375,43.623609,-14.701975,246.59418
-797.41992,0.77875074,0.95572359,2,7,0,799.96737,9.742158,307.59626,44.582624,-14.703533,263.75655
-799.74501,0.70795043,0.95572359,2,3,0,800.76378,10.364882,299.02735,52.317272,-14.862344,252.38538
-800.38664,0.9183578,0.95572359,2,3,0,801.0975,13.502426,309.02452,40.053047,-14.662687,248.26361
-796.58141,1,0.95572359,2,3,0,799.97445,10.822561,303.83241,48.42467,-14.790566,255.13088
-796.61533,0.93918678,0.95572359,2,3,0,797.60553,10.484164,301.7914,47.209693,-14.761687,254.61266
-796.22139,0.90574502,0.95572359,2,3,0,797.70452,12.393425,307.49292,44.848868,-14.741384,251.72251
-796.17758,0.95340468,0.95572359,2,3,0,796.88946,12.592783,305.78194,47.021546,-14.786469,249.11442
-796.55198,0.83329043,0.95572359,2,3,0,797.67544,10.22121,302.45774,45.084174,-14.716294,256.4623
-796.04232,1,0.95572359,2,3,0,796.49868,10.784285,304.00486,44.565297,-14.712987,255.47558
-795.83209,1,0.95572359,2,3,0,796.08139,12.179052,305.74893,45.330517,-14.746936,250.94319
-796.29499,0.86675137,0.95572359,2,3,0,796.5909,12.572261,301.34138,44.456722,-14.733304,244.7662
-797.42153,0.80568774,0.95572359,2,3,0,798.05315,11.214166,297.58801,45.718915,-14.740802,247.12427
-797.05275,1,0.95572359,2,3,0,797.83069,12.917006,308.82697,47.369943,-14.800256,250.70044
-797.04952,1,0.95572359,2,3,0,797.44153,10.656977,300.2668,43.357972,-14.686526,252.3104
-797.04952,0.59508032,0.95572359,1,1,0,798.46707,10.656977,300.2668,43.357972,-14.686526,252.3104
-797.00093,0.8504396,0.95572359,2,3,0,798.85094,12.87114,308.46283,47.697711,-14.80584,250.5427
-797.02237,0.77568466,0.95572359,2,3,0,800.31537,10.767692,299.68043,43.823574,-14.697157,251.22582
-797.35005,0.77315769,0.95572359,2,3,0,798.94074,12.670534,310.13522,47.297309,-14.79654,253.11782
-796.80211,1,0.95572359,2,7,0,798.06768,11.477774,301.2925,48.799286,-14.805525,249.64252
-797.35338,0.9631911,0.95572359,2,3,0,797.73992,11.881563,304.29829,50.483536,-14.845291,250.83126
-797.55859,0.9516051,0.95572359,2,3,0,798.47205,12.150952,299.54029,42.103116,-14.680366,244.861
-798.44745,0.9385566,0.95572359,2,3,0,799.5838,13.980548,299.44991,43.64054,-14.73768,236.53744
-800.49623,0.75106742,0.95572359,2,3,0,803.30169,14.497886,299.90499,51.849681,-14.910033,234.6645
-796.7634,1,0.95572359,2,3,0,800.02626,10.153554,306.26636,44.188301,-14.699272,260.57537
-796.42738,1,0.95572359,2,3,0,797.08903,12.005636,300.27783,46.778256,-14.771912,246.25247
-795.75399,0.99880785,0.95572359,2,3,0,796.45803,11.365975,304.0628,45.525189,-14.739366,252.91592
-795.75399,0.87175977,0.95572359,1,3,0,796.57154,11.365975,304.0628,45.525189,-14.739366,252.91592
-795.75399,0.51472835,0.95572359,1,3,0,799.13207,11.365975,304.0628,45.525189,-14.739366,252.91592
-797.96155,0.68363953,0.95572359,2,3,0,798.76876,11.118832,303.83171,51.315251,-14.851989,253.79697
-799.34249,0.92715368,0.95572359,2,3,0,800.22028,12.387183,308.13191,52.737461,-14.899569,252.38959
-797.06976,1,0.95572359,2,3,0,799.75776,13.376995,303.84584,48.490719,-14.826235,243.64936
-797.31732,0.85309384,0.95572359,2,3,0,799.38398,9.7870663,303.72231,43.300962,-14.676194,259.68051
-796.72247,0.96209287,0.95572359,2,3,0,798.14601,10.397458,307.14595,47.128579,-14.761452,260.35739
-797.28442,0.931043,0.95572359,2,3,0,797.63846,13.859864,302.69855,44.229768,-14.747947,240.32917
-797.26414,0.87376354,0.95572359,3,7,0,798.95014,11.591905,310.80526,45.231716,-14.741391,258.64168
-798.43573,0.56849617,0.95572359,2,3,0,802.49867,12.689614,296.43993,47.994613,-14.806253,239.33667
-799.53318,0.93388374,0.95572359,2,3,0,800.02258,13.708803,295.7202,47.531964,-14.812229,234.03058
-796.91299,0.97660603,0.95572359,2,7,0,799.11862,11.890531,310.053,45.426894,-14.748406,256.54561
-796.49772,0.90846718,0.95572359,2,3,0,798.33659,11.753007,299.62566,45.572068,-14.744457,246.73713
-796.28785,1,0.95572359,1,1,0,796.55688,11.640043,300.30839,45.380968,-14.739164,247.9282
-796.23608,0.99481187,0.95572359,2,7,0,796.54944,11.017088,301.49064,44.405209,-14.711914,251.91375
-798.54809,0.69137546,0.95572359,2,3,0,798.88654,11.061351,295.63067,45.969259,-14.744582,245.85459
-796.64788,1,0.95572359,2,3,0,798.21956,11.178071,309.1146,45.439204,-14.738622,258.81328
-796.4575,0.89777382,0.95572359,2,3,0,798.16423,11.474822,300.19582,46.790076,-14.765222,248.55913
-796.04263,0.99838331,0.95572359,2,7,0,796.48651,11.871639,307.15596,46.124886,-14.759623,253.73359
-796.66508,0.95341193,0.95572359,2,3,0,796.72815,12.566144,299.71651,45.374997,-14.751498,243.16886
-796.66393,0.94812914,0.95572359,2,3,0,797.36545,10.961533,308.88236,45.908426,-14.745134,259.55546
-796.14852,1,0.95572359,2,3,0,796.734,11.885949,307.67115,46.034446,-14.758385,254.18438
-797.07271,0.7183356,0.95572359,1,3,0,798.46088,12.648377,299.20085,47.316893,-14.791516,242.28315
-797.27431,0.7713498,0.95572359,1,3,0,800.61764,9.7834229,307.41828,46.637071,-14.744936,263.39287
-797.26914,0.98025661,0.95572359,2,3,0,798.23534,11.094105,310.5864,45.992875,-14.750106,260.66293
-796.4992,1,0.95572359,2,3,0,797.55966,12.083807,301.89788,48.268202,-14.802933,247.52075
-796.33049,0.95931302,0.95572359,2,3,0,797.04688,11.512644,306.18341,42.893524,-14.689684,254.37651
-797.22248,0.71768908,0.95572359,2,3,0,798.82442,12.802019,301.06259,42.357023,-14.694516,243.4535
-796.36178,1,0.95572359,2,3,0,797.3033,12.219525,307.59513,47.138788,-14.784881,252.60727
-796.04949,0.88034933,0.95572359,2,3,0,797.54384,11.294953,302.2803,44.043499,-14.708273,251.45301
-803.07178,0.23794822,0.95572359,1,3,0,803.78461,11.108635,302.83783,37.00658,-14.565358,252.84897
-798.31265,0.99012471,0.95572359,2,3,0,803.9767,13.502102,309.01259,49.588014,-14.853371,248.25313
-798.69764,0.939216,0.95572359,2,3,0,799.11965,9.7376366,299.77646,42.330862,-14.655566,255.9571
-796.36498,1,0.95572359,2,3,0,798.22992,12.853424,306.83985,46.448332,-14.779357,248.99944
-796.26346,0.97162139,0.95572359,2,7,0,796.89552,11.277979,305.02594,42.897591,-14.686145,254.27503
-796.8925,0.8281935,0.95572359,2,3,0,797.74682,9.9863539,301.80312,46.219655,-14.736227,256.86453
-797.5965,0.78824552,0.95572359,2,3,0,798.98973,10.516281,304.45286,41.346531,-14.64563,257.12959
