# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_3b9369c454f7cc33f5312782bdce604d_model
# start_datetime = 2026-07-24 07:19:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/Rtmp7fDTmz/standata-15efa474abe98.json
# init = 2 (Default)
# random
#   seed = 664924691
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-202607240919-2-59ccd8.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-profile-202607240919-2-7adcdf.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_3b9369c454f7cc33f5312782bdce604d_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,lprior,b_Intercept
-804.57285,0.95619426,0.82600273,2,3,0,805.86446,10.025352,298.94346,48.48954,-14.781952,253.82937
-805.7906,0.87289786,0.82600273,2,3,0,805.9916,12.071254,300.06975,48.353585,-14.804292,245.74911
-805.7906,0.34346085,0.82600273,2,3,0,814.64437,12.071254,300.06975,48.353585,-14.804292,245.74911
-805.92495,0.98006503,0.82600273,3,7,0,806.93772,7.7913337,297.62981,49.551683,-14.781307,262.56881
-806.59234,0.95235779,0.82600273,2,3,0,807.09435,12.745064,298.19071,46.670488,-14.780084,240.83792
-806.99981,0.96324838,0.82600273,3,7,0,808.91273,12.732086,297.26609,45.381629,-14.754333,239.9717
-804.61496,0.97738124,0.82600273,2,3,0,807.41375,10.635505,298.55395,48.703318,-14.79328,250.69418
-805.32337,0.91785846,0.82600273,2,3,0,805.48951,9.5130589,297.59013,51.763234,-14.8421,254.78136
-805.58191,0.98875268,0.82600273,2,7,0,806.14007,9.8398444,301.36406,51.097298,-14.832097,257.08476
-805.10757,1,0.82600273,2,3,0,805.61394,9.98457,293.36457,46.075093,-14.735355,248.43401
-805.43776,0.98243073,0.82600273,3,7,0,805.93685,9.9035459,295.63031,52.139229,-14.854496,251.06435
-808.07431,0.78604667,0.82600273,2,3,0,808.80188,11.245498,297.94388,56.188357,-14.950502,247.33914
-807.26579,1,0.82600273,1,1,0,808.18506,10.89785,298.69721,55.126853,-14.924869,249.65688
-805.91165,1,0.82600273,2,3,0,807.32891,9.4757816,297.892,43.825229,-14.682878,255.25099
-805.83115,0.84538594,0.82600273,3,7,0,808.02335,11.242998,293.89924,51.898664,-14.866327,243.30575
-805.34885,1,0.82600273,2,3,0,806.33459,11.813341,296.76956,49.789124,-14.830102,243.60952
-804.67376,0.99664622,0.82600273,2,7,0,805.33212,9.3641728,298.43615,47.396364,-14.753033,256.29737
-806.14078,0.83683021,0.82600273,2,3,0,806.45979,9.9763458,303.99346,49.625689,-14.804872,259.09991
-805.04714,0.98951331,0.82600273,2,3,0,806.40615,10.153392,293.22493,49.973146,-14.815299,247.53467
-806.94849,0.86072298,0.82600273,2,3,0,807.32487,12.274676,302.53296,46.858366,-14.77746,247.29692
-804.79582,1,0.82600273,2,3,0,807.03939,10.810371,297.46365,49.996594,-14.821446,248.81698
-805.5053,0.70529729,0.82600273,2,3,0,809.23337,9.2963793,301.77831,46.930901,-14.743056,259.9446
-805.97318,0.94635379,0.82600273,3,7,0,806.80936,12.474374,295.7479,48.968126,-14.822984,239.61322
-807.45522,0.83699801,0.82600273,2,7,0,808.2399,6.8989046,294.19747,50.349078,-14.791374,263.1524
-804.43792,1,0.82600273,2,3,0,807.08123,9.9362085,297.22502,47.607312,-14.763648,252.51209
-804.63325,0.95610121,0.82600273,2,3,0,804.78885,10.192924,294.86012,46.9112,-14.753532,248.99196
-804.97277,0.95290243,0.82600273,3,7,0,805.16309,10.448747,299.62505,50.215583,-14.82124,252.60569
-806.36552,0.86155423,0.82600273,2,3,0,806.9276,10.637126,303.73691,46.299343,-14.745813,255.86985
-807.72926,0.63756573,0.82600273,2,3,0,811.49044,9.003775,303.74448,53.817001,-14.878346,263.2275
-806.82601,1,0.82600273,2,3,0,808.08846,8.2646843,300.98118,52.625405,-14.846771,263.7901
-805.13862,0.98240731,0.82600273,2,7,0,806.95152,11.287871,293.65225,47.774484,-14.784559,242.85684
-808.18762,0.70634802,0.82600273,2,3,0,808.98792,13.47085,292.20434,50.460534,-14.86933,231.58552
-805.86934,0.80335794,0.82600273,2,3,0,811.22869,7.9481029,298.26744,46.909577,-14.729705,262.50097
-805.22759,0.99837918,0.82600273,2,7,0,806.09187,11.782912,297.69723,47.592659,-14.785518,244.67412
-806.30494,0.90439828,0.82600273,2,7,0,806.87076,8.7177365,303.23794,47.588201,-14.750777,264.00813
-804.57539,1,0.82600273,2,7,0,806.0464,10.407813,296.16456,49.398734,-14.805157,249.3294
-804.57539,0.78217491,0.82600273,1,3,0,806.3645,10.407813,296.16456,49.398734,-14.805157,249.3294
-808.39145,0.70542455,0.82600273,2,3,0,808.56887,10.948662,286.12886,47.786465,-14.788214,236.85988
-808.47496,0.82636422,0.82600273,3,7,0,813.05409,10.07101,307.93818,50.865649,-14.833079,262.61864
-805.92708,0.9910275,0.82600273,2,3,0,808.80542,10.481315,301.61164,51.830262,-14.854035,254.44572
-805.38353,0.99304826,0.82600273,2,3,0,806.54809,8.8225577,298.56317,45.696733,-14.713549,258.86166
-805.1181,0.98615991,0.82600273,2,3,0,806.06152,10.424048,293.75437,45.838646,-14.735358,246.84616
-804.7469,0.97504077,0.82600273,2,3,0,805.5094,10.863023,294.54062,48.268944,-14.788695,245.65701
-806.64533,0.77658226,0.82600273,2,3,0,807.06785,11.507366,303.2198,46.208454,-14.754521,251.43665
-804.86253,1,0.82600273,2,3,0,806.58534,10.435832,294.39618,49.979098,-14.817923,247.43494
-805.18814,0.93336222,0.82600273,2,3,0,805.68251,11.720027,295.41624,48.424757,-14.802124,242.67612
-805.21204,0.56895377,0.82600273,3,7,0,809.73899,8.8225474,299.43434,46.767993,-14.734886,259.73288
-807.63905,0.82288953,0.82600273,2,7,0,808.15343,11.413683,288.9451,45.507316,-14.744898,237.58353
-807.02255,1,0.82600273,2,7,0,808.12987,8.7144688,302.25735,53.045066,-14.859614,263.04224
-805.06844,0.97479678,0.82600273,2,7,0,807.09688,10.213037,295.61486,45.139448,-14.717966,249.65619
-804.70659,0.99395686,0.82600273,2,3,0,805.34572,10.78704,294.86972,47.340627,-14.769041,246.32804
-805.62272,0.90078984,0.82600273,2,3,0,805.85567,9.3191781,291.91829,50.386011,-14.815502,249.98199
-805.27857,0.95538762,0.82600273,2,7,0,806.69096,8.3126798,296.53442,48.624263,-14.767743,259.12736
-804.58676,0.94035036,0.82600273,2,3,0,806.1485,10.552046,294.98049,47.849024,-14.776367,247.49629
-804.72694,0.89799984,0.82600273,2,3,0,805.63533,9.7221161,298.51138,46.418585,-14.737261,254.76186
-805.60486,0.73316791,0.82600273,2,3,0,807.34112,11.443631,292.9104,50.149053,-14.834516,241.41406
-804.5154,1,0.82600273,3,7,0,805.45108,10.325955,298.0363,47.25376,-14.760772,251.5695
-806.72212,0.76485425,0.82600273,2,3,0,806.88293,8.510374,303.78952,49.933411,-14.795891,265.49284
-806.31866,0.92883719,0.82600273,3,7,0,808.59823,11.04986,290.22799,46.613768,-14.761151,240.50362
-807.72073,0.90132998,0.82600273,2,3,0,807.97759,11.676623,289.74782,44.962606,-14.736522,237.20301
-806.90622,1,0.82600273,3,7,0,808.04286,10.857657,289.15846,46.146638,-14.750571,240.29901
-805.37881,0.98042817,0.82600273,2,3,0,807.51499,9.5563875,300.58391,50.872203,-14.824465,257.58017
-804.77729,0.84897845,0.82600273,1,3,0,807.21918,10.85912,296.63351,46.331961,-14.748985,247.76747
-805.203,0.95800876,0.82600273,2,3,0,805.48063,9.0541987,300.63697,47.58489,-14.753529,259.89308
-804.60518,0.88243072,0.82600273,2,3,0,806.10239,10.931851,297.09448,48.171174,-14.786505,247.90115
-807.08723,0.56542345,0.82600273,1,3,0,809.27945,7.8941124,292.23756,45.505369,-14.704008,256.71406
-810.3269,0.41573651,0.82600273,1,1,0,810.6276,7.4352253,290.70458,42.968307,-14.650667,257.24606
-805.82944,1,0.82600273,2,3,0,810.81651,10.336805,296.4535,43.73415,-14.69094,249.93788
-806.35738,0.8482101,0.82600273,3,7,0,807.96778,9.4287574,300.96321,53.016622,-14.866036,258.5338
-805.03047,0.90072469,0.82600273,2,7,0,807.98632,11.34213,296.01656,49.840403,-14.825338,244.97697
-806.93663,0.6250022,0.82600273,1,3,0,810.20808,9.8854491,295.30865,42.516065,-14.661979,250.82413
-805.29639,1,0.82600273,2,3,0,807.19053,9.598458,299.1387,45.102825,-14.709545,255.94563
-805.08518,0.99784015,0.82600273,2,3,0,805.71241,10.296824,293.61982,50.425096,-14.825707,247.28412
-805.48055,0.87531201,0.82600273,2,3,0,806.89053,9.9687189,298.30862,44.379133,-14.699202,253.44938
-804.71883,0.82196577,0.82600273,2,3,0,807.69336,10.206853,297.03418,50.226986,-14.819125,251.10335
-805.11092,0.95442007,0.82600273,2,3,0,805.42484,10.730095,293.81996,50.326892,-14.828679,245.53454
-805.21234,0.8286579,0.82600273,2,7,0,806.988,8.5767244,298.2578,49.5758,-14.788802,259.66254
-805.90978,0.88840447,0.82600273,2,7,0,806.86382,9.9377228,301.0379,52.208854,-14.855364,256.31815
-806.78678,0.90130614,0.82600273,3,7,0,807.60348,9.5886674,293.93668,43.027324,-14.669732,250.78768
-805.16688,1,0.82600273,2,3,0,807.26483,9.9155295,301.51359,47.507128,-14.761146,256.89371
-805.87785,0.90194923,0.82600273,2,7,0,806.76014,8.5127846,295.37606,45.092062,-14.699438,257.06853
-805.68163,0.99719991,0.82600273,2,7,0,806.60083,11.837333,300.57553,48.039762,-14.794925,247.30753
-805.55757,0.65137052,0.82600273,1,3,0,809.72619,8.762497,294.40099,51.051102,-14.821513,254.96975
-806.88025,0.84032247,0.82600273,2,3,0,807.98265,9.4434842,298.60446,54.608706,-14.898083,256.10878
-807.13561,0.93386448,0.82600273,2,7,0,808.75319,8.9956661,297.47156,42.642405,-14.654392,256.99106
-805.88655,0.9250509,0.82600273,2,3,0,808.57446,11.310113,297.75164,52.452607,-14.876638,246.85613
-807.23609,0.84661956,0.82600273,2,3,0,808.38943,10.262181,298.89398,55.245261,-14.919741,252.71417
-806.82673,0.94143522,0.82600273,2,3,0,808.98315,8.3424523,300.22448,53.0969,-14.856873,262.68345
-804.98516,1,0.82600273,2,3,0,807.03812,8.8859013,295.34459,49.442603,-14.79007,255.35804
-807.90317,0.7520481,0.82600273,2,3,0,808.35564,8.6731666,302.30392,54.640767,-14.891139,263.27467
-806.84017,0.98176399,0.82600273,3,7,0,809.23343,9.5940549,294.02648,54.401533,-14.897219,250.85324
-807.32118,0.95735499,0.82600273,3,7,0,807.5869,10.584179,299.12637,42.315654,-14.664855,251.49757
-806.44421,0.95609756,0.82600273,2,3,0,808.92932,7.491526,297.53357,50.461195,-14.796975,263.82171
-806.32597,1,0.82600273,3,7,0,807.41828,12.537008,294.40673,47.135437,-14.787861,237.9902
-807.64961,0.85626962,0.82600273,2,3,0,808.86838,8.107204,290.1392,52.455347,-14.846751,253.65678
-806.77489,0.97633986,0.82600273,3,7,0,809.88822,10.463051,305.0831,47.248047,-14.76334,257.99937
-807.13431,0.97837533,0.82600273,2,7,0,807.28758,9.9342987,287.72851,49.773539,-14.814096,243.02416
-805.18689,0.83166598,0.82600273,2,3,0,809.97067,11.402969,297.307,50.408838,-14.837045,245.99364
-805.08491,0.97427285,0.82600273,2,3,0,805.76379,10.464585,298.67974,51.029076,-14.837774,251.5891
-805.83714,0.84358088,0.82600273,2,3,0,807.02159,9.1234759,290.86678,47.978009,-14.766242,249.81113
-805.58056,1,0.82600273,1,1,0,805.93728,9.0919169,291.63037,47.884935,-14.763393,250.71675
-807.56711,0.77341418,0.82600273,2,3,0,808.44598,10.184541,306.41413,50.887723,-14.833704,260.5837
-805.97115,1,0.82600273,2,3,0,807.81697,10.625951,301.65266,51.836526,-14.855863,253.83588
-807.18981,0.91444238,0.82600273,3,7,0,807.65838,11.506871,304.91882,50.476959,-14.840577,253.1379
-808.87183,0.87269538,0.82600273,2,3,0,810.0324,11.715654,306.74637,46.153843,-14.757874,254.02592
-807.28265,1,0.82600273,2,3,0,809.46399,11.375647,305.39687,50.142555,-14.832467,254.20645
-806.77085,0.83543634,0.82600273,2,3,0,810.1124,11.469216,303.81478,46.588266,-14.76184,252.20331
-806.69031,0.94850887,0.82600273,3,7,0,808.79946,10.029064,289.11052,51.059363,-14.839263,243.97974
-806.53379,0.96350347,0.82600273,2,3,0,808.20912,8.0255948,301.20185,46.276815,-14.71766,265.08667
-809.67435,0.69443692,0.82600273,2,7,0,810.99546,12.254769,299.96486,57.224021,-14.984181,244.8184
-805.75333,0.98361261,0.82600273,2,3,0,810.4754,10.207803,292.64235,44.951885,-14.715901,246.70724
-805.20195,0.99418398,0.82600273,2,3,0,806.21409,10.322728,298.82978,51.373087,-14.842997,252.3775
-805.59325,0.96578364,0.82600273,3,7,0,806.17606,9.8781642,291.76666,46.101723,-14.735902,247.31493
-805.36048,0.99656266,0.82600273,3,7,0,806.18681,8.6403278,293.83568,47.169103,-14.743025,254.95421
-804.78233,0.96917751,0.82600273,2,3,0,805.81178,10.155864,294.84269,46.205175,-14.739002,249.1413
-806.38642,0.79293822,0.82600273,2,3,0,806.84753,7.8166665,293.03367,50.014929,-14.792937,257.85867
-806.26315,1,0.82600273,2,7,0,807.04101,8.8861058,290.80684,50.683931,-14.81804,250.81937
-806.26315,0.83661857,0.82600273,1,1,0,807.38302,8.8861058,290.80684,50.683931,-14.81804,250.81937
-805.29437,0.9984585,0.82600273,2,3,0,806.83754,11.717475,299.09884,47.842687,-14.789439,246.3702
-805.91613,0.88268062,0.82600273,2,3,0,807.33273,8.6829099,291.44035,47.864011,-14.759096,252.36726
-804.67409,0.89277849,0.82600273,2,3,0,807.36006,9.8496802,298.4112,49.656084,-14.803413,254.08763
-806.15173,0.84065455,0.82600273,2,3,0,806.36371,10.659885,291.03642,51.488351,-14.853181,243.06694
-805.81273,0.96713684,0.82600273,2,3,0,807.02446,10.759826,300.57477,44.81878,-14.716979,252.15556
-804.80076,1,0.82600273,2,7,0,805.89122,9.5956356,293.87865,47.428987,-14.757874,250.69829
-805.56448,0.80549423,0.82600273,3,7,0,806.86357,10.796479,302.06167,49.820927,-14.817656,253.47751
-805.8796,0.92850594,0.82600273,2,3,0,806.60118,8.7039575,291.46434,48.039661,-14.762792,252.29653
-806.93236,0.91403892,0.82600273,2,3,0,807.86766,7.106216,295.14674,47.876232,-14.743025,263.16877
-808.05142,0.87023393,0.82600273,2,3,0,809.62251,13.789055,295.89457,48.508423,-14.832911,233.84382
-806.74487,1,0.82600273,2,3,0,808.78888,7.380474,294.3031,50.361717,-14.795387,261.09097
-804.63704,0.82568122,0.82600273,1,3,0,808.66005,10.840166,296.63838,49.12029,-14.804521,247.85763
-805.79536,0.69851992,0.82600273,1,3,0,807.43119,8.1227581,300.03503,48.866407,-14.770251,263.48261
-806.49351,0.91971739,0.82600273,2,7,0,807.36114,12.326846,299.19182,51.638466,-14.873487,243.72101
-806.98925,0.96666949,0.82600273,2,3,0,807.35829,13.035607,299.04775,50.260449,-14.855926,240.38751
-805.72742,0.93461211,0.82600273,2,3,0,808.02841,8.0976062,297.18708,46.487507,-14.722842,260.74785
-805.79655,1,0.82600273,3,7,0,806.37879,11.699177,294.22747,51.128228,-14.856538,241.58117
-807.06689,0.72207715,0.82600273,2,3,0,809.08052,7.1061888,299.03677,50.295162,-14.790272,267.05892
-807.54703,0.92756908,0.82600273,2,7,0,809.24122,11.99905,288.62362,49.575766,-14.834241,234.62789
-806.81459,1,0.82600273,2,7,0,807.84444,8.074937,303.24802,48.841228,-14.769844,266.9108
-806.62975,0.97534706,0.82600273,3,7,0,808.68927,8.1256447,302.56741,47.286975,-14.739018,266.00201
-804.78575,0.92832043,0.82600273,2,3,0,807.3011,9.4477587,299.05306,46.892046,-14.743742,256.53815
-804.50744,0.94837733,0.82600273,2,3,0,805.35104,10.229291,296.14196,49.07411,-14.796626,250.11015
-804.50744,0.41967301,0.82600273,2,3,0,810.92602,10.229291,296.14196,49.07411,-14.796626,250.11015
-805.3893,0.8024644,0.82600273,1,3,0,806.18902,8.5270884,299.86007,48.870316,-14.77407,261.48817
-806.10897,0.68058559,0.82600273,2,3,0,809.60437,11.244702,302.59997,50.594092,-14.838734,251.99881
-805.18424,1,0.82600273,2,3,0,806.27192,8.9812208,294.35795,46.340037,-14.729472,253.94245
-804.67662,0.87768134,0.82600273,1,3,0,806.3371,9.8487958,298.66012,49.53151,-14.800876,254.34053
-804.76644,0.84909762,0.82600273,2,3,0,806.36069,9.9026059,296.7383,45.811969,-14.727518,252.17658
-806.49142,0.79416019,0.82600273,2,3,0,806.78767,11.330928,297.52447,43.497426,-14.69785,246.5353
-806.0505,0.97847153,0.82600273,3,7,0,808.033,8.3286996,291.97586,49.299154,-14.784007,254.49671
-807.30493,0.93167237,0.82600273,2,3,0,807.57734,7.0600243,293.12552,49.383976,-14.774001,261.35541
-806.16986,1,0.82600273,2,3,0,807.54959,7.5330363,296.48745,48.439792,-14.757206,262.58879
-806.15541,1,0.82600273,2,7,0,806.3626,12.620939,295.79288,48.144068,-14.808527,238.99865
-805.106,0.81772079,0.82600273,2,7,0,808.41245,9.2449871,293.36155,46.967433,-14.745303,251.75911
-804.92067,0.98657705,0.82600273,2,7,0,805.40148,10.087755,300.27342,49.534096,-14.803488,254.87852
-805.82495,0.81740281,0.82600273,2,3,0,806.8772,8.9410636,291.15884,48.834858,-14.781286,250.92405
-807.79806,0.8603724,0.82600273,2,3,0,808.26349,7.1955099,291.16733,50.579835,-14.800529,258.78754
-805.65795,1,0.82600273,2,3,0,808.37792,10.031671,302.41858,46.477813,-14.742024,257.27605
-805.68803,0.97636245,0.82600273,3,7,0,806.91656,9.9159902,290.59403,48.275518,-14.780828,245.97208
-807.68778,0.67613285,0.82600273,2,3,0,809.34823,12.219889,304.15767,51.469255,-14.869476,249.16817
-806.72827,0.93687428,0.82600273,2,7,0,809.5052,9.9103088,296.11624,42.650783,-14.664601,251.51985
-805.75672,1,0.82600273,2,3,0,807.69939,10.478444,302.89877,49.777096,-14.813228,255.74577
-804.45828,1,0.82600273,2,3,0,805.56792,9.7063378,296.68455,48.121503,-14.771588,253.00603
-805.11713,0.69931485,0.82600273,2,3,0,808.09579,10.474243,301.34244,47.896673,-14.775241,254.20834
-806.0642,0.89686011,0.82600273,2,3,0,806.57941,9.6776458,289.88651,47.732938,-14.768072,246.3371
-804.66209,0.86826862,0.82600273,2,3,0,807.32477,9.588496,297.2141,49.701848,-14.80177,254.06587
-805.13307,0.84177948,0.82600273,2,3,0,806.48271,11.577395,296.65166,46.805267,-14.767398,244.55338
-804.72959,0.87120472,0.82600273,2,3,0,806.643,9.0753602,297.81483,48.309452,-14.768452,256.97571
-804.85471,0.67069144,0.82600273,2,3,0,808.94407,11.017349,298.26556,46.631601,-14.756485,248.68749
-806.09833,0.84850079,0.82600273,2,3,0,806.64484,11.196728,302.81367,50.343142,-14.833174,252.42839
-806.12264,0.92916405,0.82600273,3,7,0,808.12793,9.6053971,301.95593,44.98705,-14.707458,258.73165
-804.70647,1,0.82600273,2,3,0,806.14568,11.070615,296.0179,47.617086,-14.77749,246.20013
-805.48466,0.89213597,0.82600273,2,3,0,805.87413,11.111151,297.71676,44.852385,-14.722164,247.71658
-806.09901,0.89493019,0.82600273,3,7,0,807.23252,8.8373315,292.29995,45.477523,-14.712171,252.53196
-805.26236,0.96991188,0.82600273,2,3,0,806.9686,11.092451,293.61348,46.318909,-14.753042,243.69745
-805.44411,0.99385879,0.82600273,3,7,0,805.86702,10.983274,300.46712,50.774723,-14.838791,251.04239
-805.03357,0.99503745,0.82600273,2,7,0,805.90431,9.703632,294.81679,50.790067,-14.825724,251.15044
-805.10863,0.993849,0.82600273,2,7,0,805.33905,9.0518174,294.15817,49.818567,-14.799865,253.42499
-805.22403,0.94391139,0.82600273,3,7,0,806.08126,10.962967,299.44554,45.791189,-14.738877,250.11219
-806.93422,0.79888096,0.82600273,2,7,0,807.40092,8.0697948,292.24364,52.205123,-14.839557,255.92957
-805.46222,0.93715193,0.82600273,2,7,0,808.66248,10.143989,291.28676,47.488571,-14.767002,245.6388
-806.65101,0.84835469,0.82600273,2,3,0,807.4165,8.8898409,299.93832,53.544247,-14.871058,259.93403
-804.60751,0.99052509,0.82600273,2,7,0,806.40766,10.016717,296.29372,46.392252,-14.740541,251.21849
