# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_3b9369c454f7cc33f5312782bdce604d_model
# start_datetime = 2026-07-24 09:01:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/RtmplrNIdY/standata-130d21cc1c1ff.json
# init = 2 (Default)
# random
#   seed = 2089620606
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-202607241101-1-88752c.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-profile-202607241101-1-3ea2d2.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_3b9369c454f7cc33f5312782bdce604d_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,lprior,b_Intercept
-797.26759,0.990991,0.79124404,3,7,0,800.83497,11.505866,297.94852,44.683346,-14.723692,246.17213
-797.95773,0.93541734,0.79124404,3,7,0,799.17954,9.8193317,308.36243,48.699233,-14.787315,264.17544
-798.51811,0.9246786,0.79124404,3,7,0,800.20221,14.564876,307.84144,46.775494,-14.812705,242.2995
-798.61987,0.9747904,0.79124404,3,7,0,799.19145,8.9140257,301.26567,44.555405,-14.6916,261.15256
-795.95136,1,0.79124404,2,3,0,798.28838,11.906318,304.71179,47.156722,-14.779268,251.13336
-796.7583,0.93827544,0.79124404,2,3,0,796.92166,13.246961,301.92258,43.999803,-14.733939,242.31126
-797.83974,0.89012824,0.79124404,2,3,0,798.55888,10.043761,302.9641,49.964707,-14.812044,257.76718
-797.18791,1,0.79124404,3,7,0,798.8092,12.101259,298.06897,44.968004,-14.73717,243.6133
-797.16605,0.99641196,0.79124404,3,7,0,798.25218,11.438758,310.58202,45.937189,-14.753302,259.1076
-796.86089,0.97559194,0.79124404,3,7,0,797.93339,12.522175,309.20217,46.872542,-14.785066,252.85238
-796.89413,0.97834058,0.79124404,3,7,0,797.80268,10.758263,299.42266,45.034951,-14.721283,251.01047
-796.7709,1,0.79124404,1,1,0,797.01276,11.011016,299.34801,45.251488,-14.728676,249.79844
-796.07759,0.99678507,0.79124404,3,7,0,797.13182,12.742139,303.60377,46.354831,-14.774215,246.26414
-796.47254,0.95431716,0.79124404,3,7,0,796.78167,13.049802,301.99121,46.535458,-14.781785,243.26709
-798.17016,0.78889889,0.79124404,2,3,0,799.07504,14.366084,304.15588,43.52337,-14.742257,239.5085
-796.95818,0.98802703,0.79124404,3,7,0,799.98696,11.889281,303.89952,41.468732,-14.664933,250.39776
-796.52668,0.97633794,0.79124404,3,7,0,797.43405,12.492979,302.21582,42.884496,-14.700911,245.99741
-797.73424,0.86294736,0.79124404,3,7,0,798.7265,13.993837,304.80394,48.591876,-14.838052,241.83167
-796.21255,0.99612693,0.79124404,2,3,0,797.9714,10.757768,302.0685,44.842148,-14.717619,253.65855
-797.04984,0.91076262,0.79124404,2,3,0,797.40829,12.674904,301.74511,49.098388,-14.827639,244.70804
-798.21829,0.92503666,0.79124404,3,7,0,799.04094,11.595019,309.61004,41.426598,-14.664109,257.43245
-795.81579,1,0.79124404,2,3,0,798.03116,11.748763,306.01927,45.607093,-14.746906,253.14983
-796.48287,0.94362126,0.79124404,2,3,0,796.57149,12.271839,302.1958,42.778434,-14.695743,246.97252
-797.54199,0.90460676,0.79124404,3,7,0,798.05986,13.456527,308.40965,43.569839,-14.731799,247.85528
-796.36188,0.98659974,0.79124404,3,7,0,797.81661,12.862952,304.38824,43.471904,-14.718588,246.50496
-799.61272,0.74166269,0.79124404,2,3,0,800.49107,10.704038,295.77728,42.710001,-14.675013,247.60911
-796.3405,1,0.79124404,2,3,0,799.8171,12.985825,304.85346,43.928853,-14.729707,246.41725
-799.40758,0.74368171,0.79124404,3,7,0,799.45196,8.5438109,302.66215,49.220088,-14.781577,264.215
-799.18817,0.92196782,0.79124404,3,7,0,802.01424,14.631117,306.89685,49.66396,-14.870853,241.05682
-798.08941,1,0.79124404,2,3,0,799.46105,13.76897,304.58297,50.003161,-14.862706,242.6226
-798.11231,0.99108103,0.79124404,3,7,0,799.31928,9.9543141,303.0064,41.581318,-14.643395,258.21198
-797.31007,0.99551304,0.79124404,3,7,0,799.25145,13.589701,302.35674,48.294711,-14.82504,241.20308
-796.26203,0.97302437,0.79124404,2,7,0,798.19618,13.040569,304.09273,44.521042,-14.742002,245.41017
-795.92725,0.9883481,0.79124404,2,3,0,796.48599,11.986129,303.98199,43.674312,-14.710362,250.04441
-796.74675,0.84413345,0.79124404,2,7,0,797.61956,13.613065,304.76864,45.345516,-14.767268,243.50985
-796.74675,0.68205851,0.79124404,1,3,0,800.28729,13.613065,304.76864,45.345516,-14.767268,243.50985
-796.9461,0.9762287,0.79124404,3,7,0,797.91076,11.671142,309.62722,47.366637,-14.78391,257.10708
-797.079,0.74155004,0.79124404,2,3,0,800.90213,13.2522,308.67853,46.137186,-14.780344,249.04363
-797.9636,0.81805184,0.79124404,2,3,0,800.5609,10.917751,298.36778,42.651859,-14.675659,249.2379
-796.58371,1,0.79124404,2,3,0,798.55736,11.558769,308.87779,44.343971,-14.721313,256.86333
-797.29471,0.95866496,0.79124404,3,7,0,797.39508,11.410013,309.4843,42.912203,-14.691336,258.13925
-798.21616,0.89187743,0.79124404,2,7,0,799.64491,13.053162,311.58737,47.248559,-14.802611,252.84814
-796.04032,0.96753411,0.79124404,2,3,0,799.029,12.195605,301.86923,46.335496,-14.765782,246.98901
-796.10453,0.87312269,0.79124404,3,7,0,797.54032,12.805204,305.24111,44.668802,-14.742113,247.6177
-797.19863,0.79457476,0.79124404,2,3,0,798.43526,12.35113,302.36938,49.847515,-14.838249,246.7893
-796.90176,1,0.79124404,3,7,0,797.94523,11.098595,305.97114,41.960511,-14.665693,256.02747
-796.81592,1,0.79124404,3,7,0,797.4878,12.398893,306.08874,49.054793,-14.824624,250.29372
-797.69262,0.94114576,0.79124404,2,3,0,798.56373,11.598282,297.4697,43.855701,-14.708435,245.27743
-797.25288,0.99841782,0.79124404,2,7,0,798.43601,12.855429,298.58611,45.425361,-14.756687,240.73668
-797.10621,0.99850016,0.79124404,2,3,0,797.69886,12.464963,299.09904,43.761786,-14.717864,243.00671
-797.70162,0.85840941,0.79124404,3,7,0,799.05744,13.273567,303.66524,41.584892,-14.686519,243.93418
-796.01578,1,0.79124404,2,3,0,797.8409,11.368964,306.13926,43.978859,-14.709537,254.97892
-797.83311,0.78421813,0.79124404,3,7,0,798.50024,10.01362,308.40988,42.998406,-14.675479,263.34859
-796.11828,0.93802084,0.79124404,2,3,0,798.74725,10.903084,305.42019,46.848904,-14.760758,256.35631
-795.93019,0.89506877,0.79124404,1,3,0,797.37384,12.530047,303.74173,44.645127,-14.737094,247.35652
-796.78639,0.91671123,0.79124404,2,3,0,796.939,10.026206,306.5447,45.750082,-14.729258,261.42677
-796.42426,1,0.79124404,2,3,0,796.91234,10.65368,306.79386,46.8387,-14.758406,258.8523
-797.02092,0.81431058,0.79124404,3,7,0,799.16179,12.963545,305.23527,42.219009,-14.695381,246.89932
-797.93116,0.95416183,0.79124404,2,7,0,798.19379,10.926575,300.86199,50.602372,-14.83468,251.69241
-798.22367,0.98515399,0.79124404,2,3,0,798.5262,11.338525,301.41215,51.44757,-14.856742,250.38879
-796.58084,0.96424829,0.79124404,2,3,0,799.22994,10.706678,300.71498,46.600853,-14.751995,252.53493
-796.07864,1,0.79124404,2,3,0,796.81379,11.669249,304.53646,47.647635,-14.7859,252.02483
-797.59879,0.86348942,0.79124404,2,3,0,797.86382,9.991152,304.77997,49.466888,-14.802205,259.81978
-797.16741,0.84813914,0.79124404,3,7,0,800.57296,11.690717,300.43115,42.127421,-14.674755,247.82292
-797.46135,0.88791496,0.79124404,3,7,0,799.29573,10.43939,304.09026,41.632435,-14.650298,257.113
-797.96798,0.95982662,0.79124404,3,7,0,799.39091,13.336682,305.50154,50.422312,-14.865042,245.48647
-796.45988,0.99510736,0.79124404,3,7,0,798.61536,10.934678,307.60815,44.060143,-14.706791,258.4021
-797.15612,0.58080078,0.79124404,3,7,0,802.03169,13.874649,303.83606,44.511389,-14.754179,241.40013
-795.92213,0.85681523,0.79124404,1,3,0,798.70077,11.570584,303.96093,47.027299,-14.771975,251.8933
-796.67374,0.87150067,0.79124404,2,3,0,797.61277,11.521414,299.73424,43.936848,-14.708754,247.88788
-796.69931,0.93714461,0.79124404,2,3,0,797.56385,11.396443,308.90086,47.196091,-14.776306,257.61687
-796.16328,0.99774414,0.79124404,3,7,0,796.68612,12.359292,301.40008,44.639175,-14.734011,245.78326
-795.81713,0.84837355,0.79124404,2,3,0,797.78115,12.006871,305.57237,44.613146,-14.730175,251.54145
-796.30569,0.7963682,0.79124404,2,3,0,798.08021,10.351288,304.41776,45.170462,-14.72018,257.83696
-795.91261,0.98142751,0.79124404,2,3,0,796.76134,12.04459,303.36443,46.800878,-14.773447,249.16377
-799.59786,0.53804131,0.79124404,2,3,0,801.53153,9.1310732,299.69547,50.380711,-14.810207,258.60564
-799.32703,0.95005749,0.79124404,2,3,0,802.25576,8.5210386,308.1365,46.767892,-14.735273,269.79182
-797.94702,0.96788239,0.79124404,3,7,0,800.18736,9.7578122,307.74373,48.898085,-14.790125,263.83357
-797.41003,0.97752924,0.79124404,3,7,0,799.4357,10.884491,305.17694,41.261052,-14.648647,256.19673
-797.55561,0.98509793,0.79124404,3,7,0,798.14164,11.822304,304.26927,40.697342,-14.648774,251.06891
-796.65508,0.98921287,0.79124404,3,7,0,798.23333,12.878879,303.31545,48.278293,-14.814531,245.3605
-797.8771,0.89110728,0.79124404,2,3,0,798.51791,9.2147641,304.8116,44.132774,-14.687254,263.34517
-795.97576,1,0.79124404,2,3,0,797.80028,11.164598,303.94295,46.863373,-14.763561,253.70226
-796.83322,0.88656912,0.79124404,2,3,0,797.631,12.296905,307.58187,42.604112,-14.695232,252.24579
-797.35247,0.96018929,0.79124404,2,7,0,798.23086,11.149183,306.20828,50.137214,-14.829997,256.03696
-796.44718,1,0.79124404,2,3,0,797.7419,11.473277,305.82393,42.53443,-14.681783,254.19418
-795.79637,0.89458157,0.79124404,1,3,0,797.50619,11.788079,303.21078,46.153483,-14.757052,250.16442
-799.18622,0.7802114,0.79124404,2,3,0,799.21815,12.354368,308.06923,39.862125,-14.64156,252.47457
-796.98329,1,0.79124404,2,3,0,799.51275,11.090037,308.22005,42.805232,-14.684078,258.31488
-798.85528,0.74244863,0.79124404,2,3,0,800.54896,9.0745296,309.61845,45.91159,-14.724874,268.78306
-797.50213,1,0.79124404,1,1,0,798.70581,9.6757417,308.02135,45.602246,-14.723541,264.48051
-797.23467,0.90555428,0.79124404,2,3,0,799.03172,9.9022021,307.91112,45.12468,-14.716365,263.35121
-796.80508,0.99381611,0.79124404,3,7,0,798.21925,9.9048358,303.22085,44.991031,-14.71111,258.64909
-798.42599,0.78579548,0.79124404,2,3,0,800.09157,10.782178,297.57314,42.71962,-14.675541,249.05334
-799.11744,0.94966895,0.79124404,2,3,0,799.54137,11.050413,297.22263,41.721176,-14.658917,247.49577
-796.95934,0.77344452,0.79124404,2,3,0,803.83463,12.988378,308.32305,47.385648,-14.801165,249.87536
-796.35491,0.98505948,0.79124404,3,7,0,797.33301,12.380454,305.67054,48.000006,-14.803029,249.9585
-797.8166,0.87752456,0.79124404,3,7,0,798.43426,10.730658,305.08876,40.88424,-14.639218,256.8008
-795.89419,1,0.79124404,2,3,0,797.66162,11.661124,302.24202,46.038474,-14.752834,249.76696
-796.08979,0.88014967,0.79124404,2,3,0,797.26848,11.334484,301.34907,44.951939,-14.72677,250.34389
-798.06341,0.8137038,0.79124404,2,3,0,798.32284,9.627372,300.68486,48.730116,-14.782386,257.36168
-796.50946,0.79735652,0.79124404,2,3,0,801.26406,10.308971,306.00775,46.519214,-14.747498,259.61738
-798.59207,0.83485325,0.79124404,2,3,0,799.16745,9.8729766,311.34357,47.05464,-14.757947,266.91518
-796.27602,1,0.79124404,2,3,0,798.72549,12.479056,307.18335,44.206247,-14.729488,251.0276
-795.93901,0.99407762,0.79124404,2,3,0,796.50137,10.974444,303.11792,45.438827,-14.73244,253.73292
-796.30839,0.95790119,0.79124404,2,3,0,796.53358,11.149666,300.68478,44.980327,-14.724962,250.51128
-796.82473,0.89499386,0.79124404,2,3,0,797.66041,12.698832,305.66744,48.887495,-14.825213,248.52269
-795.88132,0.77451973,0.79124404,3,7,0,800.40225,12.207528,302.73927,44.711868,-14.733671,247.8054
-796.59554,0.66301323,0.79124404,3,7,0,799.83764,12.523,308.68127,45.042657,-14.748014,252.32778
-797.37073,0.89821962,0.79124404,3,7,0,798.5417,13.818423,306.35472,47.628631,-14.816942,244.17182
-797.50148,0.91843046,0.79124404,3,7,0,799.48322,14.136183,302.97621,45.013582,-14.768,239.36338
-796.84551,0.98229741,0.79124404,3,7,0,798.42648,11.652719,309.45489,47.182374,-14.779821,257.01765
-797.12425,0.94048358,0.79124404,3,7,0,798.45015,9.7325948,301.99825,45.89101,-14.726912,258.20157
-797.31189,0.93130954,0.79124404,3,7,0,799.10838,13.781695,307.56279,45.86586,-14.781964,245.54516
-796.62992,0.9946918,0.79124404,3,7,0,798.34309,11.743996,306.70577,42.399426,-14.683128,253.85779
-796.45873,0.89968343,0.79124404,3,7,0,798.18147,12.200549,300.11928,46.437244,-14.76771,245.21681
-796.27306,0.93671338,0.79124404,3,7,0,797.60188,11.424679,307.96464,44.657381,-14.7251,256.55358
-796.23051,0.96483733,0.79124404,3,7,0,796.92537,12.10877,300.66775,45.829627,-14.754339,246.17828
-798.90905,0.8151932,0.79124404,2,3,0,799.15353,10.122209,296.87937,48.740576,-14.788488,251.32943
-798.35018,0.96647649,0.79124404,3,7,0,801.29038,14.065043,305.9241,42.361386,-14.715153,242.6314
-796.79294,1,0.79124404,2,3,0,798.30238,13.548586,305.89183,44.89562,-14.757896,244.9232
-798.77342,0.8044052,0.79124404,2,3,0,799.52786,13.785376,305.54,41.117041,-14.685719,243.50581
-797.06203,1,0.79124404,2,7,0,799.67807,13.252575,304.53124,48.748862,-14.829844,244.89465
-796.87319,0.97936723,0.79124404,3,7,0,798.18307,13.109418,305.95481,42.930301,-14.712123,246.96243
-797.85059,0.87430576,0.79124404,2,3,0,798.72141,10.338204,308.60019,49.400698,-14.807357,262.07827
-796.39388,0.99327252,0.79124404,2,3,0,798.20811,11.411151,305.10901,42.529635,-14.680507,253.75883
-796.44493,0.79444611,0.79124404,2,3,0,798.65365,12.285534,300.04747,45.418082,-14.748482,244.76257
-795.81935,0.98258456,0.79124404,2,3,0,796.76123,11.422699,302.85376,45.029265,-14.729748,251.45162
-796.75609,0.86218142,0.79124404,2,3,0,797.13733,13.225788,306.26977,47.510567,-14.805623,246.75372
-797.42936,0.96493893,0.79124404,2,3,0,797.60461,10.453712,300.44459,42.722075,-14.67143,253.40289
-796.0779,1,0.79124404,2,3,0,797.5364,11.415257,301.76809,46.610805,-14.761033,250.39943
-796.69626,0.80776684,0.79124404,1,3,0,798.56948,13.094881,304.05886,43.063495,-14.713626,245.13189
-797.78066,0.68320281,0.79124404,2,3,0,800.54773,13.873327,304.40646,49.091507,-14.845996,241.97649
-798.73613,0.96135411,0.79124404,2,7,0,798.81452,9.5009423,305.52945,41.620873,-14.640363,262.77521
-795.87809,1,0.79124404,2,3,0,798.42259,12.115744,306.20679,45.600459,-14.751754,251.68595
-796.09815,0.93557331,0.79124404,2,7,0,796.65822,11.46276,305.21397,43.244031,-14.695505,253.63155
-796.02803,0.99923717,0.79124404,2,7,0,796.20696,11.684278,303.93768,43.287184,-14.698632,251.35842
-797.69995,0.79543119,0.79124404,2,3,0,798.1669,9.6440384,308.4539,45.145046,-14.714413,265.05573
-795.98621,0.83347671,0.79124404,2,3,0,799.71762,12.266875,305.35911,46.874526,-14.778792,250.15817
-796.28041,0.92348366,0.79124404,2,3,0,796.88165,10.446134,303.38937,46.110868,-14.739683,256.38177
-796.01439,0.99878436,0.79124404,3,7,0,796.30638,12.633207,305.76774,45.178381,-14.750164,248.91831
-797.93384,0.82086336,0.79124404,2,3,0,798.13969,12.410295,304.68802,51.263792,-14.868206,248.84169
-795.74114,0.90277118,0.79124404,1,3,0,799.50117,12.103001,304.11974,45.133848,-14.741172,249.65624
-795.92992,0.94223967,0.79124404,2,3,0,796.24546,11.517779,303.25124,46.881976,-14.768135,251.42123
-796.07192,0.9477545,0.79124404,3,7,0,796.67247,11.285728,303.01538,43.576366,-14.699009,252.2296
-796.37355,0.94622933,0.79124404,2,3,0,796.84833,12.915325,302.9858,47.164536,-14.792674,244.86684
-796.76629,0.94407591,0.79124404,2,3,0,797.30809,10.318107,307.67971,46.225686,-14.742877,261.24823
-796.55228,0.98042346,0.79124404,3,7,0,797.72694,13.173401,302.02569,44.631481,-14.745513,242.74539
-796.18761,1,0.79124404,2,3,0,796.86674,12.10504,300.85351,44.971446,-14.73714,246.38083
-797.24881,0.87755382,0.79124404,2,3,0,797.6728,9.7432324,306.06495,47.499765,-14.760841,262.22041
-796.06494,1,0.79124404,2,3,0,797.31909,11.248598,306.49302,46.621636,-14.761103,255.87432
-796.52959,0.95019707,0.79124404,2,3,0,796.84909,10.174752,303.04018,45.082269,-14.715889,257.25379
-795.96193,0.85050335,0.79124404,1,3,0,798.30977,12.385897,305.99791,46.070593,-14.764706,250.26137
-797.1308,0.7775829,0.79124404,2,7,0,798.79575,9.969787,307.73295,44.953501,-14.713548,262.86891
