# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_3b9369c454f7cc33f5312782bdce604d_model
# start_datetime = 2026-07-24 09:01:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/RtmplrNIdY/standata-130d21955b5da.json
# init = 2 (Default)
# random
#   seed = 1852243089
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-202607241101-2-3dc2c8.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-profile-202607241101-2-6c3dd9.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_3b9369c454f7cc33f5312782bdce604d_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,lprior,b_Intercept
-803.84634,0.80839573,0.84773385,2,7,0,805.2779,10.59364,291.17724,49.386249,-14.810232,243.50587
-805.39801,0.79871024,0.84773385,2,3,0,805.7981,9.8656447,299.10476,52.204573,-14.854472,254.70936
-804.98881,0.918065,0.84773385,2,7,0,807.77484,8.6100549,289.75934,45.107064,-14.704838,251.01409
-806.39278,0.75349568,0.84773385,2,3,0,807.23087,11.344217,297.42887,54.127876,-14.910651,246.37989
-803.93094,0.83636586,0.84773385,2,3,0,809.22677,9.86202,297.59636,47.508061,-14.760751,253.21727
-804.58366,0.74709192,0.84773385,2,7,0,806.44668,8.120445,290.81593,48.165221,-14.760424,254.27393
-805.92383,0.80308781,0.84773385,2,3,0,807.50804,7.9883762,299.53787,46.276783,-14.717266,263.59018
-805.43993,1,0.84773385,2,3,0,807.20593,9.0882047,286.90531,50.717117,-14.82507,246.00839
-807.72327,0.77769809,0.84773385,2,3,0,808.69543,10.146649,305.12593,48.158636,-14.777951,259.46601
-804.85882,0.97615462,0.84773385,2,7,0,807.70065,10.344525,287.19608,46.925754,-14.762429,240.64572
-805.38656,0.89458047,0.84773385,2,3,0,806.25172,11.002172,299.66294,51.091863,-14.845359,250.15317
-806.37993,0.88268753,0.84773385,2,3,0,807.92574,7.657811,298.54153,51.999736,-14.828948,264.08138
-804.0478,0.96932302,0.84773385,2,3,0,806.98054,10.90347,290.07568,47.299664,-14.773233,241.01006
-803.84511,1,0.84773385,2,3,0,804.18246,9.5411062,296.94592,48.495988,-14.777227,254.01094
-803.84752,0.97499248,0.84773385,3,7,0,804.37868,9.5383557,296.97859,48.431904,-14.775907,254.05599
-803.8804,0.99463378,0.84773385,3,7,0,804.21149,10.345654,289.94361,48.338722,-14.787561,243.38817
-803.73631,1,0.84773385,2,3,0,803.89391,9.7641298,296.74664,47.543909,-14.760641,252.80805
-803.74781,0.90446665,0.84773385,2,3,0,804.78765,10.975137,292.22967,48.457773,-14.795361,242.84155
-805.15994,0.83907556,0.84773385,2,3,0,805.48464,11.18056,297.8102,51.699188,-14.859938,247.49768
-806.43629,0.81784268,0.84773385,2,3,0,807.97504,8.8534537,284.7667,46.960531,-14.750627,244.92616
-805.53242,1,0.84773385,2,3,0,807.20068,10.699533,285.89002,47.290159,-14.775625,237.74213
-805.01722,1,0.84773385,2,3,0,806.51489,10.015633,294.98544,53.004078,-14.873336,249.91509
-805.55723,0.91880951,0.84773385,2,3,0,806.87509,9.0904962,300.43843,50.900672,-14.8202,259.5312
-803.48437,1,0.84773385,2,7,0,805.18593,10.161503,292.18081,47.154556,-14.75978,246.45404
-804.29607,0.90571927,0.84773385,2,7,0,804.32347,8.680527,296.52783,49.525515,-14.789243,257.46546
-803.84336,0.97680335,0.84773385,2,3,0,804.73213,10.890344,292.47949,46.112577,-14.747236,243.47294
-804.21077,0.88014155,0.84773385,3,7,0,805.09668,8.6110398,296.17129,49.103354,-14.780262,257.42161
-804.59637,0.94045966,0.84773385,1,1,0,804.64272,8.3010007,296.69099,49.43252,-14.783747,259.33649
-804.44157,0.86604424,0.84773385,2,7,0,806.55667,8.9004494,292.0604,44.819256,-14.699815,252.00838
-804.20671,1,0.84773385,2,3,0,804.6734,8.8831344,294.58553,45.288422,-14.707341,254.61143
-806.58883,0.61190558,0.84773385,2,3,0,809.21128,12.743989,293.90375,44.391074,-14.736175,236.5558
-804.98617,1,0.84773385,2,7,0,806.94152,7.7909783,290.8175,49.027779,-14.774761,255.7581
-806.54919,0.89346656,0.84773385,2,3,0,806.96797,7.2145327,288.92101,46.175076,-14.714823,256.45561
-804.42745,0.89982742,0.84773385,2,3,0,808.02886,8.4781985,295.92251,49.925199,-14.795536,257.77062
-803.77325,0.87673829,0.84773385,1,3,0,806.20312,10.39003,293.46283,45.517202,-14.728722,246.7077
-804.79505,0.71101275,0.84773385,2,7,0,806.40698,10.062442,300.08806,48.681343,-14.786146,254.80707
-804.5875,0.99989415,0.84773385,3,7,0,805.34532,9.1704139,288.02016,47.930725,-14.768778,246.75329
-803.6371,0.96271881,0.84773385,2,3,0,805.12339,10.715696,291.96992,48.227684,-14.787838,243.74929
-805.93797,0.62943738,0.84773385,2,3,0,807.08323,11.766327,296.36215,43.688592,-14.707616,243.41368
-807.54653,0.84759343,0.84773385,2,3,0,809.14791,10.885718,297.48236,56.166331,-14.945744,248.49663
-805.36319,0.97556935,0.84773385,2,7,0,808.5516,12.129349,298.33288,48.39251,-14.805991,243.75081
-804.44267,1,0.84773385,2,3,0,805.60258,10.683296,298.49746,49.408083,-14.807949,250.42262
-807.43579,0.73240239,0.84773385,2,3,0,808.80961,13.097414,291.45844,44.352206,-14.742261,232.52008
-809.85338,0.74248062,0.84773385,2,3,0,813.16005,8.9077439,296.03394,59.196789,-14.985072,255.9491
-803.93626,0.95907311,0.84773385,2,7,0,808.96383,9.6064714,294.07987,45.07381,-14.710765,250.85075
-806.28626,0.61097152,0.84773385,2,3,0,807.4116,6.9691418,297.35853,48.828237,-14.760164,265.9974
-804.02711,1,0.84773385,2,3,0,806.14089,11.43937,294.3983,47.086848,-14.772273,242.92114
-803.87913,1,0.84773385,2,3,0,804.24274,8.8613031,291.71133,48.502588,-14.773378,251.83547
-804.53025,0.69974876,0.84773385,1,3,0,806.6615,11.114128,297.24598,50.346755,-14.832206,247.2324
-805.02687,0.90357667,0.84773385,2,3,0,806.56939,9.2294887,300.18694,47.244071,-14.748475,258.65424
-804.53259,1,0.84773385,2,3,0,805.46135,10.315784,299.17355,49.205393,-14.799529,252.75253
-804.1867,0.98878963,0.84773385,2,3,0,804.948,8.6356202,290.55923,48.038819,-14.76293,251.69893
-803.96367,0.81151145,0.84773385,1,3,0,806.30754,11.399258,294.42598,47.53397,-14.780691,243.12932
-804.06543,0.99454958,0.84773385,2,3,0,804.13868,8.4566536,292.64411,47.477975,-14.748263,254.58917
-804.43264,0.95733575,0.84773385,2,3,0,804.90399,11.04989,289.5228,49.705587,-14.823701,239.79829
-803.48284,0.83686262,0.84773385,2,3,0,806.21808,9.6448416,294.14211,46.828904,-14.746241,250.74032
-804.70456,0.70348682,0.84773385,2,3,0,806.11555,8.7248656,294.21451,51.702407,-14.83428,254.95262
-804.4903,0.98955902,0.84773385,2,3,0,805.35565,10.687641,297.79484,45.5807,-14.731583,249.70046
-803.48622,0.99777891,0.84773385,2,3,0,804.59159,9.679958,295.04787,47.653254,-14.762615,251.48806
-803.4637,0.98468374,0.84773385,2,7,0,803.64083,10.11585,293.69709,48.713367,-14.789372,248.17577
-804.31527,0.8167101,0.84773385,1,3,0,804.9947,10.043209,289.07627,45.986526,-14.738001,243.88183
-804.5301,0.91675641,0.84773385,2,3,0,805.67673,8.6212168,289.38014,48.960268,-14.782404,250.58467
-804.76228,0.93047005,0.84773385,2,3,0,805.45358,11.549989,297.85836,49.415403,-14.818917,245.88341
-805.59808,0.88823897,0.84773385,1,1,0,805.67102,11.731212,299.4113,50.448165,-14.841705,246.62084
-806.17229,0.89702894,0.84773385,2,3,0,808.03186,8.4872778,301.65246,49.628143,-14.788986,263.45971
-804.41855,0.91775637,0.84773385,2,3,0,808.29988,11.547473,292.49678,50.214097,-14.837445,240.53316
-804.72539,0.97973257,0.84773385,2,3,0,805.35903,11.265514,288.46786,48.800262,-14.809429,237.77304
-803.94784,0.88594015,0.84773385,2,3,0,805.91717,9.1014132,291.9714,49.826894,-14.802048,251.01504
-803.52885,0.95133382,0.84773385,2,7,0,804.46796,10.615987,292.78019,48.076613,-14.783017,245.00824
-803.73318,0.97697531,0.84773385,2,3,0,803.81015,9.202484,295.40723,48.794796,-14.780266,253.99605
-803.52769,0.97848001,0.84773385,2,3,0,804.07032,10.682565,293.30317,47.896536,-14.779839,245.23163
-804.53887,0.7468593,0.84773385,2,3,0,805.89224,8.441387,297.45481,48.504106,-14.766261,259.46856
-805.44589,0.86932434,0.84773385,2,3,0,806.52765,10.209644,301.50006,48.15982,-14.777486,255.55666
-805.50082,0.77472763,0.84773385,3,7,0,808.92904,9.7482039,286.11238,46.285637,-14.744417,242.24546
-804.18601,0.96668631,0.84773385,2,3,0,806.39675,10.947598,294.56112,45.106847,-14.726467,245.29693
-803.91207,1,0.84773385,1,1,0,804.18861,10.593722,294.27996,45.340019,-14.727052,246.60821
-804.81751,0.87353368,0.84773385,2,7,0,805.49184,10.069217,287.08361,47.34631,-14.767863,241.77213
-804.85601,0.99451743,0.84773385,3,7,0,805.90963,11.528129,297.59602,45.994915,-14.750287,245.71944
-804.8172,0.99919056,0.84773385,2,7,0,805.67278,10.523054,296.29031,43.953531,-14.697546,248.93657
-804.04029,1,0.84773385,2,3,0,805.32458,11.295969,291.50352,48.656651,-14.803898,240.67166
-803.88691,1,0.84773385,2,3,0,804.13475,8.9693688,295.33318,46.507012,-14.732191,254.97102
-803.76882,0.95966574,0.84773385,2,3,0,804.42746,9.9870631,294.49372,45.471197,-14.722619,249.55194
-803.76882,0.58137428,0.84773385,2,3,0,807.20981,9.9870631,294.49372,45.471197,-14.722619,249.55194
-803.87493,0.97841024,0.84773385,1,1,0,803.93504,9.986998,293.98732,45.109431,-14.715675,249.04583
-803.66753,0.99025552,0.84773385,2,3,0,804.15356,9.1756785,295.31932,47.73402,-14.758817,254.02876
-804.32684,0.92115492,0.84773385,2,3,0,804.51934,9.8414805,289.85796,50.634793,-14.827915,245.5713
-804.85103,0.96612226,0.84773385,2,3,0,805.47088,7.9371058,295.96467,46.662656,-14.725334,260.2477
-804.84828,0.73295286,0.84773385,2,7,0,808.27241,11.721523,296.67989,45.872334,-14.750596,243.93304
-805.29918,0.93626313,0.84773385,3,7,0,806.4808,10.46783,286.14307,49.033152,-14.807407,239.03783
-804.14124,0.98479673,0.84773385,2,3,0,806.21249,10.618619,290.76615,45.490397,-14.732981,242.98236
-803.75903,0.82525687,0.84773385,2,7,0,805.68397,9.897883,296.56397,48.856567,-14.788416,252.02349
-804.10159,0.96145619,0.84773385,2,7,0,804.2588,10.490975,289.27402,47.230834,-14.767781,242.06463
-804.12194,0.61242404,0.84773385,2,3,0,809.03925,10.488262,297.8213,48.963564,-14.796889,250.62412
-803.54376,1,0.84773385,2,3,0,804.17279,10.078098,293.50064,49.228619,-14.799379,248.1492
-803.74681,0.96852754,0.84773385,2,3,0,803.92061,9.6216968,291.06656,49.08145,-14.793319,247.76892
-803.7828,0.96213258,0.84773385,2,7,0,804.35986,9.958979,297.02935,47.983732,-14.771484,252.21394
-804.64414,0.77695349,0.84773385,2,3,0,806.00664,8.5416186,289.21946,49.070664,-14.784025,250.78218
-804.43989,0.98333478,0.84773385,2,3,0,805.47224,9.9594145,293.44303,51.953267,-14.852588,248.62566
-805.37496,0.91186199,0.84773385,2,3,0,806.21599,9.2684944,298.934,52.010402,-14.844257,257.22578
-804.90966,1,0.84773385,2,3,0,806.17761,9.7713432,300.37104,48.354974,-14.776418,256.39999
-805.76434,0.93013493,0.84773385,2,3,0,806.11639,10.516639,285.21152,48.912673,-14.8069,237.88664
-806.75992,0.8924066,0.84773385,2,3,0,808.53399,8.2491002,288.55706,53.872477,-14.878068,251.43611
-807.14062,0.95304949,0.84773385,2,7,0,807.54106,11.185924,299.09184,42.653172,-14.678886,248.75518
-804.60646,1,0.84773385,2,3,0,806.50775,10.700782,296.98729,44.760858,-14.715553,248.83377
-804.67818,1,0.84773385,2,7,0,804.86247,9.210491,290.90725,51.727623,-14.842084,249.46004
-805.08295,0.8087312,0.84773385,2,3,0,807.46933,12.431643,292.9908,47.199682,-14.788576,237.04841
-805.59002,0.89375722,0.84773385,2,3,0,807.3022,9.0784921,294.3229,42.785978,-14.659387,253.46968
-805.59002,0.56767188,0.84773385,2,3,0,809.84834,9.0784921,294.3229,42.785978,-14.659387,253.46968
-805.68782,0.99757172,0.84773385,3,7,0,806.46196,10.901659,290.63918,53.556281,-14.8978,241.58171
-804.45942,1,0.84773385,2,7,0,806.24288,11.520975,297.18344,47.708123,-14.784567,245.33905
-804.57532,0.99585348,0.84773385,3,7,0,805.15173,8.0421144,291.3886,47.785658,-14.751619,255.19909
-804.78848,0.9878049,0.84773385,2,3,0,804.98617,7.7564906,292.30384,47.940183,-14.751457,257.39963
-805.72684,0.92182721,0.84773385,2,3,0,806.33363,12.367447,296.5174,45.526774,-14.752384,240.86389
-807.5297,0.81889137,0.84773385,2,3,0,808.36391,6.8976757,287.32304,51.327563,-14.817286,256.2835
-803.88163,0.97996542,0.84773385,2,3,0,807.73427,9.4317549,290.50559,46.629783,-14.742792,248.06269
-804.43335,0.7283701,0.84773385,2,3,0,806.23428,11.78473,292.77017,49.472512,-14.825487,239.73889
-803.85104,0.97814126,0.84773385,2,3,0,804.85379,10.717082,290.50994,47.618907,-14.776958,242.28307
-804.80517,0.87938305,0.84773385,2,3,0,805.06894,8.7086471,296.81206,51.212232,-14.823154,257.62315
-803.75325,1,0.84773385,2,3,0,804.92068,10.910663,295.33088,48.459459,-14.792682,246.2329
-803.86058,0.96470405,0.84773385,2,3,0,804.27959,10.104008,297.05843,46.794396,-14.749305,251.59039
-804.14234,0.96932105,0.84773385,2,3,0,804.3198,9.92734,289.68348,49.849989,-14.81334,245.01045
-806.70253,0.75059283,0.84773385,2,3,0,807.28817,6.4973339,292.55502,49.468243,-14.771857,263.31702
-807.55535,0.80522444,0.84773385,3,7,0,811.17047,7.8078163,290.20958,42.590567,-14.646739,255.07441
-809.14227,0.62164452,0.84773385,1,1,0,809.93842,7.4698478,289.94708,41.732238,-14.626965,256.33277
-805.40866,1,0.84773385,2,3,0,810.20067,12.548053,294.39257,46.427556,-14.773865,237.92634
-804.50734,0.57332617,0.84773385,2,7,0,810.2387,8.1540952,294.0744,49.781739,-14.790597,257.38097
-804.1093,1,0.84773385,2,3,0,804.78278,8.5166691,295.57032,47.645053,-14.750446,257.24531
-804.00852,0.98427374,0.84773385,2,3,0,804.47144,10.78363,291.31096,49.895981,-14.822566,242.78462
-803.74413,0.68704046,0.84773385,2,3,0,807.86967,10.880817,295.43366,47.192558,-14.766935,246.46998
-803.98042,0.93907028,0.84773385,2,3,0,804.6605,8.9552452,290.58674,47.582285,-14.756897,250.28813
-805.04543,0.87255666,0.84773385,2,3,0,805.45166,11.83918,291.53928,51.169519,-14.861107,238.26297
-806.17535,0.85173388,0.84773385,1,1,0,806.24931,12.773725,291.01885,51.270627,-14.876362,233.53709
-803.57019,1,0.84773385,2,7,0,805.79873,9.8108376,295.24323,46.622657,-14.743326,251.09446
-803.52486,0.82452719,0.84773385,2,3,0,805.29004,10.084931,291.65573,47.361904,-14.76349,246.27354
-804.61994,0.67133073,0.84773385,1,3,0,806.25247,9.6886281,299.086,49.871493,-14.805889,255.48717
-804.88141,0.88555527,0.84773385,2,3,0,806.2293,10.032995,296.21722,43.688405,-14.686674,251.06875
-803.66115,0.93257167,0.84773385,2,3,0,805.52128,10.497185,294.672,46.193592,-14.742776,247.43467
-804.01707,0.79427476,0.84773385,1,3,0,805.34608,8.6234101,292.42898,48.971414,-14.779875,253.62363
-804.39342,0.91090334,0.84773385,2,3,0,805.14687,8.562591,297.11445,47.153583,-14.740488,258.58279
-805.49203,0.91472705,0.84773385,2,3,0,806.15179,12.624414,294.52888,46.583506,-14.777977,237.71902
-803.84904,0.92776087,0.84773385,2,3,0,806.2939,10.818893,291.17651,46.728959,-14.759766,242.49149
-805.17275,0.88067606,0.84773385,2,3,0,805.65091,8.6929935,295.40901,43.854114,-14.676386,256.29054
-804.60087,0.94762381,0.84773385,2,3,0,806.11753,10.835682,293.11393,51.925742,-14.862382,244.35336
-804.69649,0.97582864,0.84773385,2,3,0,805.39216,9.6384716,290.2082,44.340988,-14.699493,246.83507
-804.41654,0.98111243,0.84773385,2,3,0,805.67935,8.4304457,296.92909,47.719743,-14.750619,258.99208
-806.46746,0.65445639,0.84773385,2,3,0,808.22508,7.3435637,288.72814,46.014738,-14.712875,255.6821
-808.88893,0.85499543,0.84773385,2,3,0,809.16913,6.5693615,286.52659,45.775292,-14.704826,256.96446
-810.11129,0.92503013,0.84773385,2,3,0,813.37431,12.096683,305.46408,45.613812,-14.751331,251.02901
-807.08636,1,0.84773385,1,1,0,809.68446,11.477412,302.61773,46.121474,-14.752224,250.96938
-805.38303,1,0.84773385,2,3,0,808.40456,11.43911,298.36951,51.495946,-14.859016,246.89352
-807.19954,0.89663346,0.84773385,2,3,0,807.74294,10.40437,301.96875,53.64581,-14.889517,255.14908
-806.6162,0.63470399,0.84773385,2,7,0,814.75577,12.971398,292.79682,45.087393,-14.754086,234.42553
-804.72437,1,0.84773385,1,1,0,806.27314,11.794325,291.97499,45.72126,-14.751194,238.90052
-804.72751,0.82251112,0.84773385,2,7,0,806.94062,10.667884,289.0275,50.913866,-14.843789,241.02202
-803.72024,1,0.84773385,2,3,0,804.68546,9.904001,294.48211,45.628476,-14.724854,249.9141
-804.00203,0.9395556,0.84773385,2,3,0,804.41453,10.190248,289.88668,46.357795,-14.746227,244.03057
-806.41592,0.57931231,0.84773385,2,3,0,808.22289,11.077262,297.57354,54.347612,-14.911684,247.72587
-805.25445,0.99511606,0.84773385,2,3,0,807.12766,8.5536598,289.43212,44.850037,-14.6995,250.94065
-805.21125,0.94380607,0.84773385,3,7,0,807.13375,12.024511,297.06509,50.395308,-14.844932,242.9548
-804.19314,1,0.84773385,2,3,0,805.312,11.024274,294.18119,50.654594,-14.838572,244.57196
-804.77708,0.89677495,0.84773385,2,3,0,805.82818,8.3427605,293.99147,44.933143,-14.695403,256.44905
-805.52666,0.70777599,0.84773385,2,3,0,808.51069,12.071827,293.09447,44.468246,-14.728977,238.77125
-803.72895,1,0.84773385,2,3,0,805.45309,9.105056,295.39021,47.224712,-14.747881,254.41746
-803.72895,0.52705597,0.84773385,1,3,0,807.57576,9.105056,295.39021,47.224712,-14.747881,254.41746
-805.7939,0.77622978,0.84773385,2,3,0,806.03824,9.0886077,295.20837,54.026843,-14.883843,254.30964
-804.12818,0.99778762,0.84773385,2,7,0,805.87192,9.1304092,291.63372,45.384624,-14.713773,250.54688
-804.50945,0.96996048,0.84773385,2,3,0,804.66211,10.696296,296.13993,51.413117,-14.848837,248.0066
-803.87333,0.99916837,0.84773385,2,7,0,804.69195,10.776152,292.80423,45.706165,-14.737494,244.31155
-803.49263,1,0.84773385,2,3,0,803.87616,10.193349,293.08153,48.818496,-14.792755,247.21146
-804.54254,0.8196683,0.84773385,1,3,0,804.99691,11.360687,296.35679,50.451992,-14.837674,245.2337
-804.82396,0.88559722,0.84773385,2,7,0,806.58234,8.9103387,287.7731,48.608754,-14.780025,247.67658
-806.00977,0.90094889,0.84773385,2,3,0,806.90104,7.5988654,290.01514,51.718718,-14.827706,255.82025
-806.91859,0.90919015,0.84773385,3,7,0,807.95,12.672764,299.88638,46.548025,-14.77645,242.85894
-804.9491,1,0.84773385,2,3,0,806.74659,12.157619,296.46906,48.609626,-14.811199,241.75978
-804.0179,0.98388416,0.84773385,2,3,0,805.41823,10.570745,296.45901,49.860545,-14.816184,248.89066
-803.73892,0.96762929,0.84773385,2,3,0,804.60259,9.4590499,292.82953,49.739422,-14.803334,250.26381
-804.27375,0.84802644,0.84773385,2,3,0,805.83012,10.578537,294.03898,44.466955,-14.709553,246.43556
-806.75676,0.60980676,0.84773385,2,3,0,807.85097,11.281895,302.5532,50.962411,-14.846554,251.78468
-804.32458,0.93223926,0.84773385,2,3,0,807.78803,9.3920428,296.02439,51.073989,-14.827544,253.7602
-804.90017,0.85470226,0.84773385,3,7,0,806.30806,11.494358,288.521,47.239304,-14.781042,236.79639
-804.88892,0.82554348,0.84773385,2,3,0,807.24912,11.011833,293.92613,43.785539,-14.70119,244.37288
-805.52951,0.89707207,0.84773385,3,7,0,806.67184,10.50986,287.89891,44.36527,-14.71226,240.60454
-804.1128,1,0.84773385,2,3,0,805.55112,9.3307733,290.0511,46.178595,-14.733157,248.06262
-804.14586,0.99850618,0.84773385,3,7,0,804.65938,11.174889,296.16127,49.433428,-14.81505,245.87427
-807.21513,0.67210851,0.84773385,2,3,0,807.75718,6.9092272,296.96401,52.692306,-14.837095,265.87248
-805.09333,0.80059985,0.84773385,2,7,0,810.80129,8.1639283,293.33043,44.669898,-14.688917,256.59276
-804.50803,0.94527286,0.84773385,2,3,0,806.42181,10.742037,289.09303,45.877746,-14.743877,240.75386
-804.90514,0.9468961,0.84773385,2,3,0,805.6982,11.26767,299.23433,48.805885,-14.802948,248.52981
-808.11008,0.61624386,0.84773385,2,3,0,810.19217,12.413602,296.47138,55.762245,-14.957745,240.61017
-804.49573,0.9874625,0.84773385,2,3,0,808.86076,10.392121,292.14593,51.863611,-14.856622,245.38139
-803.68661,0.84959362,0.84773385,2,7,0,806.06875,9.7508935,292.26762,45.919376,-14.730467,248.3886
-804.13334,0.76133376,0.84773385,2,7,0,805.65327,9.4638746,295.63095,50.731579,-14.821612,253.04352
-813.24812,0.48695666,0.84773385,2,3,0,813.41901,8.2594643,276.73367,48.646872,-14.79417,239.56608
-810.09905,1,0.84773385,2,3,0,813.17122,12.280475,306.56906,50.227359,-14.846756,251.30692
-806.22198,1,0.84773385,2,3,0,809.83035,12.220797,300.13478,49.83219,-14.835883,245.1412
-806.5315,0.97098244,0.84773385,2,7,0,806.84423,8.1202665,285.93947,46.449872,-14.731783,249.39827
-806.5315,0.70782271,0.84773385,1,1,0,808.05114,8.1202665,285.93947,46.449872,-14.731783,249.39827
